activity_title,activity_description,package_itinerary_title,package_itinerary_id,day_index,itinerary_index,module_id,city,new_cms_activity_code,match_type
Discover Tokyo with a Local - Private Walking Tour - 3 hours,"Start your Tokyo adventure with a local host on your first or second day. Swap your guidebook for an authentic Tokyo experience that's easy to miss when exploring on your own. Learn to navigate Tokyo like a pro and avoid the tourist traps as you embark on a bespoke journey that focuses on either Shibuya's vibrant energy, Asakusa's historic charm or Shinjuku's urban allure. Get insider tips on the best places to eat and drink, from traditional eateries to trendy spots and hidden cafes, as you discover hidden gems or visit must-sees tailored to your interests. Within 24 hours of booking, you'll receive a short questionnaire about your personality and interests. Based on your answers, you'll be matched with a like-minded local host. Your host will communicate directly with you to suggest an itinerary that will help you discover what makes the city unique. You will also agree a time and place to meet. Your itinerary is flexible , so you can always change your mind about what you want to do during the experience. Here is a suggested itinerary of what you can do on the day of your tour: Itinerary 1) Hachiko Statue: Begin your adventure by meeting at this symbol of loyalty and friendship. 2) Shibuya Crossing: Navigate the world's busiest intersection with ease. 3) Center Street: Absorb the youthful energy of this shopping hotspot in Shibuya. 4) Senso-ji Temple: Explore Tokyo's oldest Buddhist temple in Asakusa. 5) Nakamise Street: Stroll this vibrant shopping street offering traditional snacks and crafts. 6) Ueno Park: Relax in Tokyo's first public park, an urban oasis. 7) Shinjuku Gyoen: Find serenity in this expansive and beautiful park in Shinjuku. 8) Kabukicho: Discover Shinjuku's entertainment district. 9) Omoide Yokocho: Savor a culinary adventure in this nostalgic alleyway of unique eateries. Options You can choose a 3, 4 or 6 hour tour. Important information As this is a private and personalized experience, the places you visit may differ from those listed and these will be chosen by your host based on your interests and preferences",Japan Retail Therapy,68dff17dec31f620f2d1d9ee,2,1,E-E10-25JERC0014,Tokyo, TRA_57786,New Activity
Bullet Train from Tokyo to Kyoto - One-Way Ticket - Standard ticket,"Traveling by bullet train in Japan is one of the most efficient and convenient ways to get around. The Shinkansen, known for its speed and reliability, allows passengers to reach their destinations quickly while enjoying a smooth and comfortable ride. Ticket Options • Standard Car • Green Car Green Cars offer a little more comfort than standard cars and are the equivalent of first class travel in Japan. They have the convenience of extra luggage space , a benefit not available in standard cars. Usually marked with a four-leaf clover, Green Cars are easy to spot. The design of Green Cars focuses on providing privacy and a quiet atmosphere. This makes them ideal for passengers who want to work, read or simply enjoy a peaceful journey. Departure time Options • Nozomi 21: Depart Tokyo at 9:30am and arrive at Kyoto at 11:45am • Nozomi 33: Depart Tokyo at 12:30pm and arrive at Kyoto at 2:45pm • Nozomi 55: Depart Tokyo at 5:30pm and arrive at Kyoto at 7:45pm Important information • Please note the difference between reserved and non-reserved seats. Some carriages have non-reserved seats, and the others have reserved seats. You can reserve seats on ticketing machines in JR stations. • If your bag is no bigger than 160 cm, you can store it in the luggage rack. You can bring two pieces of baggage on board for free of charge (excluding small bags). Each piece should not exceed 30 kg . Passengers with larger baggage ( between 160 cm and 250 cm in total dimensions) must reserve a seat in the oversized baggage area before boarding (not included in the ticket). Items exceeding 250 cm in total dimensions are not allowed on the Shinkansen. • It is advisable to refrain from using your mobile phone on the train, except for the designated phone area on the Shinkansen. Keep it quiet and use headphones.",Japan Retail Therapy,68dff17dec31f620f2d1d9ee,3,2,E-E10-25NASC0012,Tokyo,"RAIL_56327 
",Exact Match
Kyoto Morning Tour Nijo Castle Kinkaku-ji Temple Kyoto Imperial Palace - Tour,"This tour is recommended for those traveling to Kyoto for the first time as you will visit the most popular sightseeing spots all before noon! On this tour you will be accompanied by an English-speaking guide. You will visit the World Heritage Site of Nijo Castle which boasts impressive, elaborate carvings and decors in the Ninomaru Palace, which are a must-see. Then, yo´ll see Kinkaku-ji Temple, with its beautiful golden Shariden (a building in which Buddha's ashes are enshrined), and see its elegantly beautiful garden. Finally, you will see the Kyoto Imperial Palace, which was used as the Emperor's residence until about 150 years ago. After sightseeing at Kyoto Imperial Palace, the bus will stop by the lunch venue for the 1-day tour. After that, participants will be dropped off at Kyoto Station. Nijō Castle - A flatland castle in Kyoto built in 1603 and consists of two concentric rings. The grounds house a renowned Japanese landscape garden, the Ninomaru Palace Garden Kinkaku-ji Temple - Listed as a World Heritage Site by UNESCO in 1994, it was named Kinaku-Ji, meaning 'Temple of the Golden Pavilion', because of the famous Golden Pavilion, which was actually a pagoda built to house the sacred relics of Buddha. Kyoto Imperial Palace - The palace, known historically as Dairi, was the residence of the Emperor and the establishment dates back to the year 794 during the Heian-kyo Relocation Important Information The Kyoto Imperial Palace is closed to visitors on the following days: Mondays (it is also closed on the following day if Monday is a national holiday) and whenever there is an Imperial Household event, so the tour will visit Kitano Tenmangu Shrine instead. If the closed day falls on the 25th, the tour will visit Nishi Hongan-ji Temple. Nijo Castle is closed on Tuesdays in January, July, August, and December. (It will also be closed on the following day if Tuesday is a national holiday). If closed, Ryoan-ji Temple will be visited instead. The order of activities and arrival times may differ depending on road conditions and congestion at destinations. There will be no designated seats.",Japan Retail Therapy,68dff17dec31f620f2d1d9ee,3,3,E-E10-JP-KIXJ9,Tokyo, TRA_57829,Similar
Nara Afternoon Tour Todai-ji Temple Nara Park and Kasuga Taisha Shrine - Tour,"Come and enjoy this authentic experience where you get to visit two World Heritage Sites in Nara, Todai-ji Temple and Kasuga Taisha Shrine, as well as Nara Park on this half-day afternoon tour. As we walk through Nara Park you will get to see wild deer up close, a rarity in Japan and elsewhere in the world. You will be accompanied by an English-speaking guide and after the tour, will be dropped off in Avanti (across from Kyoto Station Hachijo Exit). Todai-ji Temple - It was the chief temple in the Kokubun-ji system, it was a centre for rituals for the peace of the nation and the prosperity of the people, it was also used as a centre for the training of scholar monks who studied Buddhist doctrine. See t he intensity of Todai-ji Temple's Great Buddha statue, which is absolutely stunning. Kasuga Taisha Shrine - It is a distinguished shrine with 3,000 auxiliary shrines across the country and 3,000 donated lanterns, demonstrating how widely and deeply worshipped the shrine is. Just like in ancient times, services are offered every morning and evening, and prayers are offered for national and global peace, and for the happiness and wellbeing of all people. Important Information Participants will need to walk from the parking lot to Todai-ji Temple (about 15 min one-way). Please let us know at the time of booking if you require crutches or a wheelchair, or have a chronic illness that make it difficult to walk long distances. The order of activities and arrival times may differ depending on road conditions and congestion at destinations. There will be no designated seats.",Japan Retail Therapy,68dff17dec31f620f2d1d9ee,4,1,E-E10-JP-KIXJ11,Tokyo,489377,Similar
Kyoto Gion Night -Small Group Walking Tour - Tour,"Ever wanted to spontaneously book a tour on the same day you take it? This short guided walking tour will have you experiencing the Gion night scene in just three hours! This is perfect if you only have a couple of hours to spare. Enjoy the enchanting nightlife of Gion, Kyoto's historic geisha district . As the sun sets, the streets come to life with beautifully illuminated lanterns, elegant restaurants, charming bars, and traditional teahouses. Wander around the traditional backstreets, visit offbeat temples and shrines, and may even get to catch a glimpse of a geiko or maiko (apprentice geiko) on their way to entertain guests (not guaranteed). Go on this guided walking tour with a friendly and knowledgeable guide who will help you explore Hanamikoji Street (one of the best-preserved historic streets), Yasaka Shrine (also known as Gion Shrine), and more. Learn about the rich history, architecture, and customs of the area, and gain a deeper understanding of Japan's culture and traditions. End point: Sanjo Ohashi Bridge",Japan Retail Therapy,68dff17dec31f620f2d1d9ee,4,2,E-E10-A1NSNO0788,Tokyo,320011,New Activity
Discover Osaka with a Local Guide - Private Walking Tour -  Tour - 4 hours,"Spend the day with one of our hosts to discover the true nature of Osaka - head up, it’s got a wild sense of humour and is obsessed with food. Explorer (not tourist) is what we’re aiming for here, and in that spirit, you could explore neighbourhoods like the fashionable Shinsaibashi or Dotonbori and maybe you’ll discover hidden gems like the smaller shrines and historic streets. Grab a quick bite to eat and see why Osaka is known as the ‘Nation’s Kitchen ’ before continuing your adventure through the neon streets of this enigmatic port city. Within 24 hours after booking you'll receive a short questionnaire about your personality and interests. Based on your responses, you'll be assigned a like-minded host. Your host will communicate with you directly to suggest an itinerary to help you discover what makes the city unique. You'll also agree on a meeting time and place. Your itinerary is flexible, so during the experience, you can always change your mind about what you want to do",Japan Retail Therapy,68dff17dec31f620f2d1d9ee,5,3,E-E10-A1MLNO1758,Osaka,496607,Exact Match
Osaka Street Food Experience with a Local - Private Walking Tour - Tour - 3 hours,"You will join one of our hosts to hit the streets and eat your way through the city's street food stalls. You'll explore the Namba district as well as the famous Dotonbori area, Osaka's renowned destination for all things food, wandering through tiny lantern-lit alleyways and neon-lit streets to discover where the best local delicacies are prepared. You'll be introduced to regional and traditional Japanese dishes as your host takes you to places where you can learn all about their origins and local ingredients. Within 24 hours of booking, you'll receive a short questionnaire about your personality and interests. Based on your answers, you'll be matched with a host who shares your interests. Your host will communicate directly with you to suggest an itinerary to help you discover what makes the city unique. You will also agree a time and place to meet. Your itinerary is flexible, so you can always change your mind about what you want to do during the experience. Here is a suggested itinerary of what you can do on the day of your tour: Itinerary 1) Namba, Namba, Chuo, Osaka, Osaka Prefecture, Kinki 2) Jikko Japanese Knife Shop Namba Parks, 5-1-60 Namba Skyo 5F, Namba, Chuo, Osaka 556-0011 Osaka Prefecture. Japanese knives are among the world’s finest and precise cutting. And here at Jikko, where they’ve been crafting knifes for more than 120 years, it’s a wonderland for gourmands. 3) Dotombori District, Chuo-ku, Dotombori, Chuo, Osaka 542-0076 Osaka Prefecture. There’s a reason Osaka is known as the ‘Nation’s Kitchen’, but a more honest description is that it’s a ‘kuidaore city’, which means to ruin yourself by indulging in food! Discover the heart of Osaka’s food scene while you learn to pronounce the street food names like a local. 4) Hozenji Yokocho, 1, Namba, Chuo, Osaka 542-0076 Osaka Prefecture. If you wish, you can explore this area and discover a wide variety of traditional food stalls, cafes & taverns line this narrow, stone-paved alleyway. 5) Ukiyokoji Street, 1-7-23, Dotombori, Chuo, Osaka 542-0071 Osaka Prefecture. Tiny alley with little museum-like displays on the walls. 6) Kuromon Market, 2-4-1, Nippombashi, Chuo, Osaka 542-0073 Osaka Prefecture. With almost 200 shops, it sells pretty much everything used in Japanese cooking. Many also sell cooked food (grilled eel, teppanyaki beef, fresh oysters, ramen, to name a few) you can indulge to following the recommendations of your local host - they’ve got the eye! Important information As this is a private and personalized experience, the places you visit may differ from those listed and these will be chosen by your host based on your interests and preferences",Japan Retail Therapy,68dff17dec31f620f2d1d9ee,6,1,E-E10-25JERC0010,Osaka,511045,Exact Match
Bullet Train from Tokyo to Shin Osaka - One-Way Ticket - Standard ticket,"Traveling by bullet train in Japan is one of the most efficient and convenient ways to get around. The Shinkansen, known for its speed and reliability, allows passengers to reach their destinations quickly while enjoying a smooth and comfortable ride. Ticket Options • Standard Car • Green Car Green Cars offer a little more comfort than standard cars and are the equivalent of first class travel in Japan. They have the convenience of extra luggage space , a benefit not available in standard cars. Usually marked with a four-leaf clover, Green Cars are easy to spot. The design of Green Cars focuses on providing privacy and a quiet atmosphere. This makes them ideal for passengers who want to work, read or simply enjoy a peaceful journey. Departure time Options • Nozomi 21: Depart Tokyo at 9:30am and arrive at Shin Osaka at 12noon • Nozomi 33: Depart Tokyo at 12:30pm and arrive at Shin Osaka at 3pm • Nozomi 55: Depart Tokyo at 5:30pm and arrive at Shin Osaka at 8pm Important information • Please note the difference between reserved and non-reserved seats. Some carriages have non-reserved seats, and the others have reserved seats. You can reserve seats on ticketing machines in JR stations. • If your bag is no bigger than 160 cm, you can store it in the luggage rack. You can bring two pieces of baggage on board for free of charge (excluding small bags). Each piece should not exceed 30 kg . Passengers with larger baggage ( between 160 cm and 250 cm in total dimensions) must reserve a seat in the oversized baggage area before boarding (not included in the ticket). Items exceeding 250 cm in total dimensions are not allowed on the Shinkansen. • It is advisable to refrain from using your mobile phone on the train, except for the designated phone area on the Shinkansen. Keep it quiet and use headphones.",Japan Thrills,68dff17dec31f620f2d1d9f1,5,2,E-E10-25NASC0015,Osaka,RAIL_56329,Exact Match
Universal Studios Japan Private Transfer Service - One-way - 10 seater,"We're delighted to offer you a private transfer service from hotels in Osaka city centre to Universal Studios Japan with our comfortable cars! Always striving to enhance your travel experience, and we have carefully designed a service that goes beyond mere transportation - it is the beginning of an unforgettable adventure. We recognize that the true essence of an unforgettable journey is not only the destination but also the ease and comfort of getting there, so we provide a premium one-way transfer service from your hotel to Universal Studios Japan. You can choose to go from your hotel to the park, or from the park back to your hotel. If you choose the former, our professional driver will wait for you at the parking lot of your hotel on time, and ensure you arrive at Universal Studios Japan safely and conveniently with a comfortable vehicle and attentive service. If you choose the latter, our professional driver will wait for you at the designated location outside the park on time, and take you back to your hotel to rest with a comfortable vehicle and attentive service. We also offer premium round-trip transfers from your hotel to Universal Studios Japan. To ensure your trip is both smooth and exciting, our packages include round-trip transfers designed to make your journey from your hotel to Universal Studios Japan as stress-free as possible. Our professional drivers will be waiting at your hotel parking lot on time and will ensure you arrive at Universal Studios safely and conveniently with comfortable vehicles and attentive service. When you finish your day of sightseeing, our driver will be waiting for you, park the vehicle at a designated pick-up point outside the park that is easy for you to find, and then calmly take you back to your hotel to rest.",Japan Thrills,68dff17dec31f620f2d1d9f1,6,1,E-E10-A1MLNO1851,Osaka,T5,Exact Match
Full Day Osaka Day Tour with English Guide and Public Transportation Private - Tour,"Our team assists you to draft itinerary, prepare tickets, book restaurants/local experiences, communicate with local vendors, direct you to the destinations, keep time, assist you throughout the trip and more! STEP1: Please select your favorite destinations from ""What to Expect"" and share with us your other special requests. STEP2 : Our team draft your tentative custom itinerary and share with you. STEP3 : We revise/finalize the itinerary base on your feedback REMARKS. A. You can always make changes to the itinerary even while traveling on the van. The tour is flexible to your own needs and goals. B. Extra 1~2 hours will be given for free in case of heavy traffic jam and unexpected delay(s) only. C. Extra charges will be applied for over time service. Itinerary The construction of Osaka Castle (Ōsakajō) started in 1583 on the former site of the Ishiyama Honganji Temple, which had been destroyed by Oda Nobunaga thirteen years earlier. Toyotomi Hideyoshi intended the castle to become the center of a new, unified Japan under Toyotomi rule. It was the largest castle at the time. However, a few years after Hideyoshi's death, Tokugawa troops attacked and destroyed the castle and terminated the Toyotomi lineage in 1615. Osaka Castle was rebuilt by Tokugawa Hidetada in the 1620s, but its main castle tower was struck by lightening in 1665 and burnt down. It was not until 1931 that the present ferro-concrete reconstruction of the castle tower was built. During the war it miraculously survived the city wide air raids. Major repair works gave the castle new glamor in 1997. The castle tower is now entirely modern on the inside and even features an elevator for easier accessibility. It houses an informative museum about the castle's history and Toyotomi Hideyoshi. Duration: 1 hour and 30 minutes. Ticket not included. Tsutenkaku Towerhinsekai (""New World"") is a district in Osaka that was developed before the war and then neglected in the decades afterwards. At the district's center stands Tsutenkaku Tower, the nostalgia-evoking symbol of Shinsekai. The area was developed into its current layout following the success of the 1903 National Industrial Exposition, which brought over five million people to the neighborhood within just five months. Shortly after the expo closed its doors, work began to improve and update Shinsekai. Duration: 30 minutes. Ticket not included. Standing 300 meters tall, Abeno Harukas in Osaka is the tallest skyscraper in Japan. The building stands on top of the Kintetsu Osaka Abenobashi Station and is conveniently located across from JR Tennoji Station. It houses a department store, an art museum, a hotel and an observation deck. The observation deck is called ""Harukas 300"" and occupies the building's top three floors (floors 58 to 60). The observation deck is accessed by elevators from the 16th floor. With large floor-to-ceiling glass panels all around, the 60th floor offers 360 degree views of Osaka, while the 58th floor features an attractively designed inner court with a wooden deck and cafe. A souvenir shop and restrooms with views are also available. Duration: 1 hour. Ticket not included. The Umeda Sky Building is a spectacular high rise building in the Kita district of Osaka, near Osaka and Umeda Stations. It is also known as the ""New Umeda City"". Duration: 1 hour. Ticket not included. A bustling commercial street that is representative of the Minami area of Osaka, always busy with playhouses and food shops from the Edo Period to today. Duration: 1 hour. Ticket not included. Namba Yasaka Shrine has one of the most unique buildings of any shrine in the world! This Osaka shrine's iconic lion head-shaped building was built in the 1970s and isn't actually very old. However, the shrine itself has a long history, and its annual festival held in January(which incorporates an awesome tug-of-war competition) is designated as an intangible folk cultural property by the Japanese government. Duration: 30 minutes. Shinsaibashi-Suji Shopping Street, which runs east to Mido-Suji Avenue, is the best-known shopping area in Osaka, and an enduring symbol of the city. With a history of 380 years, it was already an established shopping area in the Edo Period. Shops of all kinds and for all ages line the street, a roofed arcade 600 meters long. There are traditional kimono tailors, western clothing and footwear retailers, restaurants and fast food outlets, jewelers, and boutiques featuring the latest fashions. It?'s great to take a casual stroll through the Shinsaibashi area. Many people enjoy window-shopping and savoring the food along the way. Duration: 1 hour.",Japan Thrills,68dff17dec31f620f2d1d9f1,7,1,E-E10-A1NSNO0898,Osaka,546327,Exact Match
Mount Fuji and Hakone Full-Day Tour Return by Shinkansen - Tour with lunch,"Escape the hustle and bustle of the capital for the day, discover an alternative side to Tokyo and relish the picture-postcard landscapes. Enjoy a day full of surprises and adventures. A trip up to Mt. Fuji's 5th Station , at a staggering 2,300 meters above sea level, will offer you captivating perspectives. Cruise along Lake Ashi, a crater lake along the southwest wall of the caldera of Mt. Hakone, formed by a powerful volcanic eruption nearly 3,000 years ago. The lake is famous for its picture-postcard views of Mt. Fuji towering in the distance. Admire the superb views as you glide along the waters on a relaxing boat ride. Soar above the trees and admire the panoramic views of the surrounding Hakone National Park as you ride to the peak of Mt. Komagatake in only seven minutes on the Mt. Komagatake Ropeway . Here you will enjoy 50 minutes to explore the area and visit the original spiritual Hakone Shrine Mototsumiya that nestles at the mountaintop. Afterwards, leave Hakone behind and head towards Odawara by bus. We arrive at Odawara Station between 5pm and 7:30pm. Board the Kodama Shinkansen in the non-reserved section for the full adventure! The train will first stop at Shin-Yokohama and then Shinagawa stations. We'll be arriving back at Tokyo Station between 6pm and 8pm. Once you arrive, you'll be ready to explore the wonders of Tokyo on your own! Head out from the vibrant Tokyo Station and discover the city at your own pace. Traffic congestion is always an adventure! Your arrival time to Tokyo Station may vary depending on the season and the day of the week, making every journey unique. And, just so you know, the return time may be later than scheduled. (Estimated arrival time to Tokyo Station: 8pm-10pm) We are delighted to announce that our guide's explanations can now be enjoyed using an amazing free app! All you need to do is download the app onto your smartphone (Wi-Fi only needed when downloading the app; Wi-Fi at the meeting location may be used). And the great news just keeps on coming: you can also continue to use the multilingual audio guide service separately as usual! Options • With Lunch: It includes Japanese-style beef hot pot, sukiyaki style + 1 plate of fruit, coffee (unlimited coffee) • Without Lunch: It is advisable to prepare your own lunch before the tour departs, as there are no cafes, restaurants or food vendors available at the lunch venue. Important information • A vehicle without Wi-FI may be used (depending on the number of tour participants, the vehicle may be changed to a mid-size or small-size bus, van, minivan, taxi, etc.) • From 2022, a portion of the sales will be donated for the conservation of Mt. Fuji as part of the Sustainable Development Goals. • No alternative destinations are planned when the tour reaches beyond the 1st station. When the tour has to turn back at the 1st station, or when the Fuji Subaru Line is completely blocked, the tour will visit Lake Kawaguchi or the Fuji Visitor Center. Please note that this alternative itinerary may be omitted from the tour depending on traffic conditions. • Credit for images copyrighted by ©Yasufumi Nishi/©JNTO/©Odakyu Electric Railway/©Akira Okada",Japan's Scenic Trio,68dff17dec31f620f2d1d9eb,2,1,E-E10-JP-NRTJ18,Tokyo,TRA_57779,Exact Match
Osaka Afternoon Walking Half-Day Tour - Tour,"Enjoy seeing Osaka's famous sightseeing spots in a short time. Visit some of Osaka's most iconic sights, and experience both traditional and modern Osaka. Be in awe of Osaka Castle's grandeur. Revel in the superb scenery from the castle tower. Take a riverboat cruise for a breathtaking view of Japan's water city, Osaka. About Initiatives for Sustainability This tour promotes Environment(Eco)-friendly efforts as stated under Sunrise Tours' Sustainable Development Goals. We advocate for responsible travel, and urge one and all to become responsible travelers.ç Board the Aqua Liner Enjoy seeing the seasonal scenery with a cruise along the Ogawa River aboard the Aqua Liner water bus. See a view of the famous places and historic spots of Osaka from the river. Osaka Castle and Osaka Castle Park Osaka Castle was founded in the 16th century by Toyotomi Hideyoshi, a remarkable shogun in the Sengoku period, and is known as the symbol of his power. Important information This tour uses public transportation with non-reserved seats. Please note that seating is not guaranteed. On the outbound trip to Osaka Castle, the tour may use Temmabashi Station instead of Osakajokoen Station. If the Aqua Liner is out of service due to bad weather, temporary operation suspension, or other operational concerns, the tour will visit the Osaka Museum of History instead. If the Aqua Liner is unavailable on a Tuesday, when the Osaka Museum of History is closed, refunds of JPY 2,000/Adult and JPY 1,000/Child will be issued by the guide on the tour day. From April 11, 2025, as the Aqua Liner boarding schedule will be changed, the duration will be changed from 40 to 55 minutes.The order of the itinerary and arrival times may differ depending on congestion at destinations or other reasons.",Japan's Scenic Trio,68dff17dec31f620f2d1d9eb,5,3,E-E10-25NASC0034,Osaka,496607,Similar
Explore Sacred Mt Koya Full-Day Private Tour - Tour,"Learn about Buddhism with one of our guides on a day trip from Osaka. Our government-licensed and experienced multilingual guides will help you efficiently enjoy a one-day tour of UNESCO-designated World Heritage Site, Mt. Koya. Go on a full-day guided walking tour of Mt. Koya and learn about the modern and traditional aspects of one of the world’s most sacred mountains! If you are staying in Osaka but would like to take some time out to enjoy some sights outside the big city, then this tour of Mount Koya in Wakayama Prefecture is for you! Meet your guide at your hotel (in Osaka, Kyoto, Wakayama, or around the Kansai area), then head to Mount Koya. Your guide will customize your full-day tour in detail according to your interests. Please select your must-see spots from a list in the tour information to create your customized itinerary. The National Government Licensed Guide Interpreter certification is issued by the Japanese government requires a good knowledge and understanding of Japanese culture and history. Tour Highlight Koyasan Okunoin The heart of Mt. Koya. Kobo Daishi (Kukai), the founder of Shingon Buddhism and one of the most revered persons in the religious history of Japan, rests here. Also, many prominent personalities' graves line by the approach to Okunoin for several hundred meters through the forest. Your guide will explain interesting stories about those historical characters. Kongobu-ji Temple The main headquarters for the Shingon Sect, which has 4,000 temples throughout Japan and more than 10 million followers worldwide. Visitors can see religious artifact, fusuma sliding door paintings, as well as a beautiful rock garden representing two dragons flying amongst the clouds. Koyasan Danjo Garan One of the two most sacred sites in Mt. Koya. In the 9th century, Mt. Koya was founded on this very ground. At that time, Kobo Daishi held a groundbreaking ceremony and then dedicated his life to the construction of Danjo Garan. This sacred area consists of nearly twenty different structures including the magnificent Konpon Daito. Your guide will tell you the meaning of these structures. Reihokan Museum The Reihokan Museum (霊宝館, Reihōkan) was built to house and preserve the religious and cultural treasures of Koyasan. The museum's entrance hall is styled after Byodoin Temple in Uji, and it has three exhibition halls for both permanent and temporary exhibitions. Daishi Kyokai Daishi Kyokai (大師教会, Daishi Kyōkai) is the administrative center of Shingon Buddhism, and is responsible for spreading the teachings of Kobo Daishi, the sect's founder. The complex consists of two buildings: Henjoden, a traditional temple hall, that was built in 1915 and is dedicated to Kobo Daishi, and a modern building for administration, lectures and training. Tokugawa Mausoleum The Tokugawa Mausoleum (徳川家霊台, Tokugawa-ke Reidai) on Koyasan was built in 1643 by the third Tokugawa shogun Iemitsu in order for his family to have a mausoleum close to Kobo Daishi's mausoleum. It consists of two buildings which enshrine Iemitsu's grandfather Ieyasu and father Hidetada, the first two Tokugawa shogun. Important information As this is a walking tour, you will be collected from your hotel by your guide and continue on foot.",Japan's Scenic Trio,68dff17dec31f620f2d1d9eb,6,1,E-E10-A1NSNO0896,Osaka, TRA_57808,New Activity
"Mount Fuji and Hakone Full-Day Tour Return by Shinkansen - Tour with lunch, Language: English","Escape the hustle and bustle of the capital for the day, discover an alternative side to Tokyo and relish the picture-postcard landscapes. Enjoy a day full of surprises and adventures. A trip up to Mt. Fuji's 5th Station , at a staggering 2,300 meters above sea level, will offer you captivating perspectives. Cruise along Lake Ashi, a crater lake along the southwest wall of the caldera of Mt. Hakone, formed by a powerful volcanic eruption nearly 3,000 years ago. The lake is famous for its picture-postcard views of Mt. Fuji towering in the distance. Admire the superb views as you glide along the waters on a relaxing boat ride. Soar above the trees and admire the panoramic views of the surrounding Hakone National Park as you ride to the peak of Mt. Komagatake in only seven minutes on the Mt. Komagatake Ropeway . Here you will enjoy 50 minutes to explore the area and visit the original spiritual Hakone Shrine Mototsumiya that nestles at the mountaintop. Afterwards, leave Hakone behind and head towards Odawara by bus. We arrive at Odawara Station between 5pm and 7:30pm. Board the Kodama Shinkansen in the non-reserved section for the full adventure! The train will first stop at Shin-Yokohama and then Shinagawa stations. We'll be arriving back at Tokyo Station between 6pm and 8pm. Once you arrive, you'll be ready to explore the wonders of Tokyo on your own! Head out from the vibrant Tokyo Station and discover the city at your own pace. Traffic congestion is always an adventure! Your arrival time to Tokyo Station may vary depending on the season and the day of the week, making every journey unique. And, just so you know, the return time may be later than scheduled. (Estimated arrival time to Tokyo Station: 8pm-10pm) We are delighted to announce that our guide's explanations can now be enjoyed using an amazing free app! All you need to do is download the app onto your smartphone (Wi-Fi only needed when downloading the app; Wi-Fi at the meeting location may be used). And the great news just keeps on coming: you can also continue to use the multilingual audio guide service separately as usual! Options • With Lunch: It includes Japanese-style beef hot pot, sukiyaki style + 1 plate of fruit, coffee (unlimited coffee) • Without Lunch: It is advisable to prepare your own lunch before the tour departs, as there are no cafes, restaurants or food vendors available at the lunch venue. Important information • A vehicle without Wi-FI may be used (depending on the number of tour participants, the vehicle may be changed to a mid-size or small-size bus, van, minivan, taxi, etc.) • From 2022, a portion of the sales will be donated for the conservation of Mt. Fuji as part of the Sustainable Development Goals. • No alternative destinations are planned when the tour reaches beyond the 1st station. When the tour has to turn back at the 1st station, or when the Fuji Subaru Line is completely blocked, the tour will visit Lake Kawaguchi or the Fuji Visitor Center. Please note that this alternative itinerary may be omitted from the tour depending on traffic conditions. • Credit for images copyrighted by ©Yasufumi Nishi/©JNTO/©Odakyu Electric Railway/©Akira Okada",Japan's Modern Wonders,68dff17dec31f620f2d1d9ea,2,1,E-E10-JP-NRTJ18,Tokyo,TRA_57779,Exact Match
"Explore Tokyo by Hato Bus - Half-Day Tour - Morning Tour , Language: English","It’s the perfect half-day course for first-time travelers to Tokyo. Tour efficiently around the Tokyo Tower, Imperial Palace, and Asakusa, three of Tokyo’s most popular sightseeing spots. Along the way, customers will learn about Japan’s culture and history. Hato Bus, which operates this tour, is a winner of the 2024 Travelers' Choice Awards sponsored by Tripadvisor. About Initiatives for Sustainable Tourism This tour promotes Environment(Eco)-friendly efforts as stated under Sunrise Tours' Sustainable Development Goals. An environmentfriendly hybrid bus will be used for transportation. As part of the initiatives for SDGs, an environment-friendly hybrid bus will be used for transportation. (May be changed due to maintenance or other unavoidable circumstances.) In an effort to prevent global warming, the bus will have its engine and cooling/heating turned off while waiting. Imperial Palace Plaza (Stroll) Admire the view at this National Garden that was formerly a private garden of the Royal Family. Enjoy the view of Nijubashi Bridge, which is said to be the face of the Imperial Palace, as well as the view of the Imperial Palace itself. Transfer National Diet Building (Driveby) From Imperial Palace Plaza to Tokyo Tower, on the way, enjoy seeing the National Diet Building through the vehicle window. This is the center of the Japanese Government. Don't let the impressive Western-style architecture fool you—this building is constructed almost entirely out of pure Japanese materials. Tokyo Tower Main Deck (View) Tokyo Tower, the symbol of Tokyo, offers a great 360 degree panoramic view from its main observatory. Senso-ji Temple & Nakamise Shopping Street (Free Time for Sightseeing) Senso-ji, Tokyo's oldest temple, offers plenty to see including the bright red Kaminarimon Gate, a statue of the god of thunder, and a five-story pagoda. The bustling street known as ""Nakamise"" stretches for about 250 m from Kaminarimon Gate to Senso-ji Temple and is filled with a plethora of shops. Transfer Kabukiza, Ginza (Drive-by) From Asakusa to Tokyo Station on the way, enjoy seeing the Kabukiza theater and Ginza through the vehicle window. A classic Japanese-style theater where traditional Kabuki performances are held. Important information Due to traffic restrictions or entry restrictions, etc. near the Imperial Palace, operation may be suspended or departure may not be possible from the designated departure location. The order of the tour itinerary is subject to change due to road conditions or other reasons. Depending on the season and day of the week, traffic conditions may vary, and arrival time at each location may be considerably delayed. At Tokyo Tower, only the main observatory (150 m) will be entered. An additional admission fee is required to access the special observatory (250 m). For those interested, please pay the required charges on your own. Children up to 5 years old may join free of charge, but will not be provided with bus seats. If a seat on the bus is required for the child, please make a booking at the Child rate.",Japan's Modern Wonders,68dff17dec31f620f2d1d9ea,3,1,E-E10-25NASC0031,Tokyo, TRA_57793,Similar
